order,recipe,cost,price,order_time,finish_time,iteration
1,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,6,18,0
2,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,7,19,0
3,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,7,30,0
4,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,11,31,0
5,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,16,42,0
6,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,17,43,0
7,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,20,54,0
8,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,25,55,0
9,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,38,66,0
10,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,50,67,0
11,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,52,78,0
12,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,70,82,0
13,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,73,90,0
14,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,78,94,0
15,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,86,102,0
16,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,88,106,0
17,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,100,114,0
18,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,104,118,0
19,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,106,126,0
20,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,108,130,0
21,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,109,138,0
22,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,117,142,0
23,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,117,150,0
24,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,119,154,0
25,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,125,162,0
26,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,128,166,0
27,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,132,174,0
28,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,134,178,0
29,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,138,186,0
30,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,146,190,0
31,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,151,198,0
32,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,153,202,0
33,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,157,210,0
34,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,162,214,0
35,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,165,222,0
36,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,166,226,0
37,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,171,234,0
38,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,179,238,0
39,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,184,246,0
40,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,186,250,0
41,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,190,258,0
42,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,195,262,0
43,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,195,270,0
44,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,201,274,0
45,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,203,282,0
46,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,206,286,0
47,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,207,294,0
48,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,214,298,0
49,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,216,306,0
50,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,222,310,0
51,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,225,318,0
52,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,226,322,0
53,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,236,330,0
54,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,239,334,0
55,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,257,342,0
56,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,257,346,0
57,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,267,354,0
58,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,275,358,0
59,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,288,366,0
60,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,289,370,0
61,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,294,378,0
62,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,297,382,0
63,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,299,390,0
64,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,302,394,0
65,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,304,402,0
66,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,308,406,0
67,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,314,414,0
68,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,319,418,0
69,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,342,426,0
70,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,342,430,0
71,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,345,438,0
72,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,348,442,0
73,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,350,450,0
74,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,366,454,0
75,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,376,462,0
76,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,384,466,0
77,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,385,474,0
78,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,387,478,0
1,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,4,16,1
2,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,12,24,1
3,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,12,24,1
4,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,15,28,1
5,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,20,36,1
6,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,24,36,1
7,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,25,40,1
8,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,29,48,1
9,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,35,48,1
10,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,37,52,1
11,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,48,60,1
12,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,49,61,1
13,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,59,71,1
14,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,64,76,1
15,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,65,77,1
16,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,67,83,1
17,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,68,88,1
18,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,75,89,1
19,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,81,95,1
20,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,84,100,1
21,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,94,106,1
22,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,99,111,1
23,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,100,112,1
24,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,108,120,1
25,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,123,135,1
26,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,125,137,1
27,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,126,138,1
28,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,128,147,1
29,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,128,149,1
30,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,137,150,1
31,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,142,159,1
32,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,144,161,1
33,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,152,164,1
34,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,152,171,1
35,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,153,173,1
36,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,156,176,1
37,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,158,183,1
38,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,160,185,1
39,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,161,188,1
40,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,163,195,1
41,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,163,197,1
42,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,169,200,1
43,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,173,207,1
44,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,176,209,1
45,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,178,212,1
46,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,189,219,1
47,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,192,221,1
48,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,199,224,1
49,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,207,231,1
50,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,212,233,1
51,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,214,236,1
52,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,225,243,1
53,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,227,245,1
54,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,235,248,1
55,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,238,255,1
56,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,240,257,1
57,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,255,267,1
58,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,258,270,1
59,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,272,284,1
60,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,274,286,1
61,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,287,299,1
62,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,289,301,1
63,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,293,305,1
64,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,295,311,1
65,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,301,313,1
66,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,311,323,1
67,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,315,327,1
68,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,318,330,1
69,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,320,335,1
70,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,322,339,1
71,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,325,342,1
72,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,339,351,1
73,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,349,361,1
74,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,350,362,1
75,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,369,381,1
76,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,370,382,1
77,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,370,382,1
78,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,377,393,1
79,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,377,394,1
80,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,377,394,1
81,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,388,405,1
82,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,390,406,1
